Restaurant ID,Restaurant Name,City,Address,Locality,Longitude,Latitude,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Price range,Aggregate rating,Rating color,Rating text,Votes,cleaned_restaurant_name,cleaned_cuisines,cleaned_city,cleaned_locality
18483714,Fratini La Trattoria,Singapore,"10 Greenwood Avenue, Hillcrest Park 289201","Hillcrest, Bukit Timah",103.8070809,1.331128397,Italian,100,Dollar($),No,No,No,4,4.1,Green,Very Good,35.0,fratini la trattoria,italian,singapore,hillcrest bukit timah
18485469,Boufe Boutique Cafe,Singapore,"308 Tanglin Road,Phoenix Park #01-01  247974","Kay Siang Road, Tanglin",103.8146178,1.29782554,"Italian, French, Bakery, Cafe",50,Dollar($),No,No,No,3,3.2,Orange,Average,29.0,boufe boutique cafe,italian french bakery cafe,singapore,kay siang road tanglin
18479690,The Refinery Singapore,Singapore,"115 King George Avenue, #01-02 Ann Chuan Industrial Building 208561","Lavender, Kallang",103.8621195,1.310668316,"American, Japanese, Singaporean",80,Dollar($),No,No,No,4,3.2,Orange,Average,30.0,refinery singapore,american japanese singaporean,singapore,lavender kallang
18483224,Chye Seng Huat Hardware,Singapore,150 Tyrwhitt Road 207563,"Lavender, Kallang",103.8604162,1.311550709,Cafe,40,Dollar($),No,No,No,3,3.7,Yellow,Good,33.0,chye seng huat hardware,cafe,singapore,lavender kallang
18493989,Makansutra Gluttons Bay,Singapore,"803 Raffles Avenue, #01-15 Esplanade Mall 039802","Marina Centre, Downtown Core",103.8558665,1.289761964,"Singaporean, Chinese, Seafood, Malay, Indian",30,Dollar($),No,No,No,3,3.0,Orange,Average,25.0,makansutra glutton bay,singaporean chinese seafood malay indian,singapore,marina centre downtown core
18484464,Colony,Singapore,"7 Raffles Avenue, Ritz-carlton Millenia Singapore 039799","Marina Centre, Downtown Core",103.859955,1.2905805,"Asian, Continental, Seafood",220,Dollar($),No,No,No,4,3.8,Yellow,Good,30.0,colony,asian continental seafood,singapore,marina centre downtown core
18483051,Summer Pavilion,Singapore,"The Ritz-Carlton, 7 Raffles Avenue,  Millenia Singapore,  039799","Marina Centre, Downtown Core",103.8601766,1.290800881,"Chinese, Seafood, Cantonese, Dim Sum",300,Dollar($),No,No,No,4,3.9,Yellow,Good,34.0,summer pavilion,chinese seafood cantonese dim sum,singapore,marina centre downtown core
18482983,The Lokal,Singapore,136 Neil Road 088865,"Neil Road, Outram",103.840921,1.278373182,"Singaporean, Australian, German",60,Dollar($),No,No,No,4,3.1,Orange,Average,33.0,lokal,singaporean australian german,singapore,neil road outram
18479742,I Am,Singapore,"674 North Bridge Road, #01-01 Haji Lane 188804","North Bridge Road, Rochor",103.8584296,1.301707168,"Western, Fusion, Fast Food",60,Dollar($),No,No,No,4,3.2,Orange,Average,32.0,,western fusion fast food,singapore,north bridge road rochor
18482938,Super Loco,Singapore,The Quayside,,,,,,,,,,,,,,,super loco,nan,singapore,nan
60 Roberston Quay #01-13 238252,"Robertson Quay, Singapore River",103.839165,1.290083898,"American, Mexican",95.0,Dollar($),No,No,No,4,3.2,Orange,Average,30.0,,,,robertson quay singapore river,,,american mexican
18483082,Artistry,Singapore,17 Jalan Pinang 199149,"Sungai Pinang, Rochor",103.8581813,1.303034648,"American, Bakery, European, Burger, Fusion",50,Dollar($),No,No,No,3,3.8,Yellow,Good,28.0,artistry,american bakery european burger fusion,singapore,sungai pinang rochor
18483446,Bitters & Love,Singapore,118 Telok Ayer Street 068587,"Telok Ayer Street, Outram",103.8482541,1.28197,Finger Food,40,Dollar($),No,No,No,3,3.9,Yellow,Good,35.0,bitter love,finger food,singapore,telok ayer street outram
18483252,Artichoke Cafe,Singapore,"161 Middle Road, Sculpture Square 188978","Victoria, Rochor",103.8519943,1.299707726,"Cafe, Spanish, Turkish, Greek",75,Dollar($),No,No,No,4,3.2,Orange,Average,33.0,artichoke cafe,cafe spanish turkish greek,singapore,victoria rochor
17621616,Archie's Waeside,Sioux City,"224 4th Ave NE, Le Mars, IA 51031",Le Mars,-96.1608,42.7956,"Burger, Seafood, Steak",40,Dollar($),No,No,No,3,3.7,Yellow,Good,100.0,archies waeside,burger seafood steak,sioux city,le mar
17621696,Bob Roe's Pizza,Sioux City,"2320 Transit Ave, Sioux City, IA 51106",Sioux City,-96.379,42.4765,"American, Pizza, Bar Food",10,Dollar($),No,No,No,1,3.6,Yellow,Good,92.0,bob roe pizza,american pizza bar food,sioux city,sioux city
17621744,Da Kao Restaurant,Sioux City,"800 W 7th St, Sioux City, IA 51103",Sioux City,-96.4173,42.5026,"Asian, Vegetarian, Vietnamese",10,Dollar($),No,No,No,1,3.8,Yellow,Good,182.0,da kao restaurant,asian vegetarian vietnamese,sioux city,sioux city
17621759,Famous Dave's,Sioux City,"201 Pierce St, Sioux City, IA 51101",Sioux City,-96.4051,42.492,BBQ,10,Dollar($),No,No,No,1,3.6,Yellow,Good,76.0,famous daves,bbq,sioux city,sioux city
17621763,Fuji Bay Japanese Restaurant,Sioux City,"513 6th St, Sioux City, IA 51101",Sioux City,-96.4046,42.4965,"Japanese, Sushi",40,Dollar($),No,No,No,3,3.7,Yellow,Good,129.0,fuji bay japanese restaurant,japanese sushi,sioux city,sioux city
17621780,HuHot Mongolian Grill,Sioux City,"4229 S Lakeport St, Sioux City, IA 51106",Sioux City,-96.3479,42.4391,"Asian, Chinese",25,Dollar($),No,No,No,2,3.6,Yellow,Good,94.0,huhot mongolian grill,asian chinese,sioux city,sioux city
17621781,Hunan Palace,Sioux City,"3523 Singing Hills Blvd, Sioux City, IA 51106",Sioux City,-96.362,42.4375,Chinese,25,Dollar($),No,No,No,2,3.8,Yellow,Good,129.0,hunan palace,chinese,sioux city,sioux city
17621788,Jerry's Pizza,Sioux City,"1417 Morningside Ave, Sioux City, IA 51106",Sioux City,-96.3596,42.4764,Pizza,25,Dollar($),No,No,No,2,3.8,Yellow,Good,178.0,jerry pizza,pizza,sioux city,sioux city
17621793,Jim's Burgers,Sioux City,"800 Pierce St, Sioux City, IA 51101",Sioux City,-96.4048,42.4985,Burger,10,Dollar($),No,No,No,1,3.7,Yellow,Good,97.0,jims burger,burger,sioux city,sioux city
17621796,Johnnie Mars,Sioux City,"2401 5th St, Sioux City, IA 51101",Sioux City,-96.378049,42.495534,"American, Desserts, Diner",10,Dollar($),No,No,No,1,3.9,Yellow,Good,161.0,johnnie mar,american dessert diner,sioux city,sioux city
17621831,Miles Inn,Sioux City,"2622 Leech Ave, Sioux City, IA 51106",Sioux City,-96.3755,42.4876,American,10,Dollar($),No,No,No,1,3.7,Yellow,Good,122.0,mile inn,american,sioux city,sioux city
17621832,Milwaukee Wiener House,Sioux City,"301 Douglas St, Sioux City, IA 51101",Sioux City,-96.4063904,42.4930681,"American, Fast Food",10,Dollar($),No,No,No,1,3.8,Yellow,Good,195.0,milwaukee wiener house,american fast food,sioux city,sioux city
17621833,Minerva's Food & Cocktails,Sioux City,"2945 Hamilton Blvd, Sioux City, IA 51104",Sioux City,-96.418,42.5212,"American, Seafood, Steak",40,Dollar($),No,No,No,3,3.7,Yellow,Good,146.0,minerva food cocktail,american seafood steak,sioux city,sioux city
17621834,Monterrey Mexican Restaurant,Sioux City,"3138 Singing Hills Blvd, Sioux City, IA 51106",Sioux City,-96.3691,42.4351,Mexican,10,Dollar($),No,No,No,1,3.7,Yellow,Good,117.0,monterrey mexican restaurant,mexican,sioux city,sioux city
17621869,Rebos,Sioux City,"1107 4th St, Sioux City, IA 51101",Sioux City,-96.3959487,42.4944454,"Caribbean, Mexican, Cajun",25,Dollar($),No,No,No,2,3.8,Yellow,Good,187.0,rebos,caribbean mexican cajun,sioux city,sioux city
17621960,Tokyo Japanese Steakhouse & Sushi Bar,Sioux City,"4567 Southern Hills Drive, Sioux City, IA 51106",Sioux City,-96.349464,42.440592,"Japanese, Steak, Sushi",40,Dollar($),No,No,No,3,3.9,Yellow,Good,239.0,tokyo japanese steakhouse sushi bar,japanese steak sushi,sioux city,sioux city
17621746,Diamond Thai Cuisine,Sioux City,"515 W 7th St, Sioux City, IA 51103",Sioux City,-96.4136,42.5011,"Asian, Thai, Vegetarian",10,Dollar($),No,No,No,1,4.0,Green,Very Good,303.0,diamond thai cuisine,asian thai vegetarian,sioux city,sioux city
17621755,El Fredo Pizza,Sioux City,"523 W 19th St, Sioux City, IA 51103",Sioux City,-96.4204,42.5106,Pizza,40,Dollar($),No,No,No,3,4.0,Green,Very Good,280.0,el fredo pizza,pizza,sioux city,sioux city
17621946,Trattoria Fresco,Sioux City,"416 Jackson St., Sioux City, IA 51101",Sioux City,-96.4019631,42.4949153,Italian,25,Dollar($),No,No,No,2,4.0,Green,Very Good,271.0,trattoria fresco,italian,sioux city,sioux city
17621552,Kahill's Steak-Fish Chophouse,Sioux City,"385 E 4th St, South Sioux City, IA 68776",South Sioux City,-96.4092028,42.485608,"American, Seafood, Steak",70,Dollar($),No,No,No,4,3.5,Yellow,Good,58.0,kahills steakfish chophouse,american seafood steak,sioux city,south sioux city
17096140,Rumba Island Bar & Grill,Tampa Bay,"1800 Gulf To Bay Blvd, Clearwater, FL 33765",Clearwater,-82.762624,27.96076,"BBQ, Caribbean, Seafood",25,Dollar($),No,No,No,2,4.6,Dark Green,Excellent,1321.0,rumba island bar grill,bbq caribbean seafood,tampa bay,clearwater
17099925,Red Mesa Cantina,Tampa Bay,"128 3rd St S, St Petersburg, FL 33701",Downtown St Petersburg,-82.636924,27.770026,"Latin American, Mexican, Southwestern",25,Dollar($),No,No,No,2,4.6,Dark Green,Excellent,1629.0,red mesa cantina,latin american mexican southwestern,tampa bay,downtown st petersburg
17092257,BellaBrava,Tampa Bay,"204 Beach Drive Northeast, St Petersburg, FL 33701",Downtown St Petersburg,-82.6329663,27.7737426,"American, Italian, Seafood",25,Dollar($),No,No,No,2,4.1,Green,Very Good,921.0,bellabrava,american italian seafood,tampa bay,downtown st petersburg
17092799,Ceviche Tapas Bar & Restaurant,Tampa Bay,"10 Beach Dr, St Petersburg, FL 33701",Downtown St Petersburg,-82.6333294,27.7711464,"Spanish, Tapas",25,Dollar($),No,No,No,2,4.1,Green,Very Good,986.0,ceviche tapa bar restaurant,spanish tapa,tampa bay,downtown st petersburg
17095222,The Moon Under Water,Tampa Bay,"332 Beach Dr NE, St Petersburg, FL 33701",Downtown St Petersburg,-82.632174,27.775462,"British, Bar Food, Sandwich",25,Dollar($),No,No,No,2,4.1,Green,Very Good,1020.0,moon water,british bar food sandwich,tampa bay,downtown st petersburg
17092293,Bern's Steak House,Tampa Bay,"1208 S Howard Ave, Tampa, FL 33606",Hyde Park,-82.482962,27.931516,"American, Desserts, Steak",70,Dollar($),No,No,No,4,4.7,Dark Green,Excellent,3157.0,bern steak house,american dessert steak,tampa bay,hyde park
17102241,Boca Kitchen Bar Market,Tampa Bay,"901 W. Platt St., Tampa, FL 33606",Hyde Park,-82.46887,27.941942,Breakfast,40,Dollar($),No,No,No,3,3.9,Yellow,Good,665.0,boca kitchen bar market,breakfast,tampa bay,hyde park
17102579,Edison: Food+Drink Lab,Tampa Bay,"912 W Kennedy Blvd, Tampa, FL 33606",Hyde Park,-82.469306,27.944244,International,70,Dollar($),No,No,No,4,3.9,Yellow,Good,373.0,edison fooddrink lab,international,tampa bay,hyde park
17092801,Ceviche Tapas Bar & Restaurant,Tampa Bay,"2500 W Azeele St, Tampa, FL 33609",Hyde Park,-82.4852372,27.9410382,"Breakfast, Spanish, Tapas",25,Dollar($),No,No,No,2,4.4,Green,Very Good,1007.0,ceviche tapa bar restaurant,breakfast spanish tapa,tampa bay,hyde park
17093273,Daily Eats,Tampa Bay,"901 S Howard Avenue, Tampa, FL 33606",Hyde Park,-82.483124,27.935039,"American, Burger",25,Dollar($),No,No,No,2,4.4,Green,Very Good,803.0,daily eats,american burger,tampa bay,hyde park
17096198,Salt Rock Grill,Tampa Bay,"19325 Gulf Blvd, Indian Shores, FL 33785",Indian Rocks/Indian Shores,-82.843253,27.848357,"American, Seafood, Steak",40,Dollar($),No,No,No,3,4.2,Green,Very Good,1363.0,salt rock grill,american seafood steak,tampa bay,indian rocksindian shore
17095098,Mazzaro's Italian Market,Tampa Bay,"2909 22nd Ave N, St Petersburg, FL 33713",Kenwood,-82.673621,27.792047,"Italian, Deli",10,Dollar($),No,No,No,1,4.9,Dark Green,Excellent,1424.0,mazzaros italian market,italian deli,tampa bay,kenwood
17093135,Conch Republic Grill,Tampa Bay,"16699 Gulf Blvd, North Redington Beach, FL 33708",Madeira Beach/Redington Beach,-82.820856,27.816086,"Sandwich, Seafood, Steak",40,Dollar($),No,No,No,3,4.5,Dark Green,Excellent,844.0,conch republic grill,sandwich seafood steak,tampa bay,madeira beachredington beach
17095236,Mr. Dunderbak's Biergarten and Marketplatz,Tampa Bay,"14929 Bruce B Downs Blvd, Tampa, FL 33612",New Tampa,-82.41294,28.082909,"European, German",40,Dollar($),No,No,No,3,4.9,Dark Green,Excellent,1413.0,mr dunderbaks biergarten marketplatz,european german,tampa bay,new tampa
17095979,Red Mesa Restaurant,Tampa Bay,"4912 4th St N, St Petersburg, FL 33703",Northeast St Petersburg,-82.638843,27.816848,"Breakfast, Mexican",40,Dollar($),No,No,No,3,4.5,Dark Green,Excellent,1203.0,red mesa restaurant,breakfast mexican,tampa bay,northeast st petersburg
17099856,Datz,Tampa Bay,"2616 S Macdill Avenue, Tampa, FL 33629",Palma Ceia,-82.4932815,27.9219315,"Desserts, Bar Food",40,Dollar($),No,No,No,3,4.7,Dark Green,Excellent,3074.0,datz,dessert bar food,tampa bay,palma ceia
17100307,Ella's Americana Folk Art Cafe,Tampa Bay,"5119 N Nebraska Ave, Tampa, FL 33603",Seminole Heights,-82.451041,27.993645,"International, Italian, Southern",40,Dollar($),No,No,No,3,4.8,Dark Green,Excellent,1715.0,ellas americana folk art cafe,international italian southern,tampa bay,seminole height
17093600,Taco Bus,Tampa Bay,"913 E Hillsborough Ave, Tampa, FL 33604",Seminole Heights,-82.449897,27.995964,"Mexican, Vegetarian",10,Dollar($),No,No,No,1,4.5,Dark Green,Excellent,1868.0,taco bus,mexican vegetarian,tampa bay,seminole height
17100547,The Refinery,Tampa Bay,"5137 N. Florida Ave., Tampa, FL 33603",Seminole Heights,-82.459339,27.99384,"Seafood, Steak",40,Dollar($),No,No,No,3,4.0,Green,Very Good,875.0,refinery,seafood steak,tampa bay,seminole height
17093124,Columbia Restaurant,Tampa Bay,"2117 E 7th Ave, Tampa, FL 33605",Ybor City,-82.4351499,27.959884,"Cuban, Spanish",40,Dollar($),No,No,No,3,4.4,Green,Very Good,1746.0,columbia restaurant,cuban spanish,tampa bay,ybor city
16608059,1918 Bistro & Grill,Tanunda,"94 Murray St, Tanunda, SA",Tanunda,138.966064,-34.519619,"Modern Australian, Australian",30,Dollar($),No,No,No,3,4.4,Green,Very Good,339.0,bistro grill,modern australian australian,tanunda,tanunda
16605194,Pig and Whistle,Trentham East,"Pearsons Rd, Trentham East, VIC",Trentham East,144.41272,-37.396942,Australian,20,Dollar($),No,No,No,2,4.1,Green,Very Good,87.0,pig whistle,australian,trentham east,trentham east
17678243,Buffalo Wild Wings,Valdosta,"1553 Baytree Rd., Valdosta, GA 31602",Valdosta,-83.319123,30.846819,Bar Food,25,Dollar($),No,No,No,2,3.4,Orange,Average,98.0,buffalo wild wing,bar food,valdosta,valdosta
17678043,El Toreo Mexican Restaurant,Valdosta,"1713 Gornto Rd, Valdosta, GA 31601",Valdosta,-83.3247,30.8426,Mexican,25,Dollar($),No,No,No,2,3.1,Orange,Average,83.0,el toreo mexican restaurant,mexican,valdosta,valdosta
17677978,306 North Restaurant,Valdosta,"306 N Patterson St, Valdosta, GA 31601",Valdosta,-83.2799,30.8332,"Seafood, Southern",40,Dollar($),No,No,No,3,3.9,Yellow,Good,231.0,north restaurant,seafood southern,valdosta,valdosta
17677988,Austins Cattle Co,Valdosta,"2101 W Hill Ave, Valdosta, GA 31601",Valdosta,-83.3170843,30.8164364,"Burger, Seafood, Steak",40,Dollar($),No,No,No,3,3.7,Yellow,Good,216.0,austin cattle co,burger seafood steak,valdosta,valdosta
17678231,Beijing Cafe,Valdosta,"1715 C Norman Drive, Valdosta, GA 31601",Valdosta,-83.318554,30.841892,"Asian, Chinese, Thai",35,Dollar($),No,No,No,3,3.8,Yellow,Good,185.0,beijing cafe,asian chinese thai,valdosta,valdosta
17677990,Bleu Cafe,Valdosta,"125 N Patterson St, Valdosta, GA 31601",Valdosta,-83.279,30.8308,"Pizza, Sandwich",25,Dollar($),No,No,No,2,3.7,Yellow,Good,185.0,bleu cafe,pizza sandwich,valdosta,valdosta
17677991,Bleu Pub,Valdosta,"116 W Hill Ave, Valdosta, GA 31601",Valdosta,-83.2792,30.8308,"Burger, Bar Food, Vegetarian",10,Dollar($),No,No,No,1,3.8,Yellow,Good,281.0,bleu pub,burger bar food vegetarian,valdosta,valdosta
17678307,Bubba Jax Crab Shack,Valdosta,"1700 W Hill Ave, Valdosta, GA 31601",Valdosta,-83.3085736,30.8223548,"Fast Food, Seafood",40,Dollar($),No,No,No,3,3.7,Yellow,Good,137.0,bubba jax crab shack,fast food seafood,valdosta,valdosta
17678276,Cheddar's Scratch Kitchen,Valdosta,"270 Norman Drive, Valdosta, GA 31601",Valdosta,-83.316402,30.824691,American,25,Dollar($),No,No,No,2,3.7,Yellow,Good,209.0,cheddar scratch kitchen,american,valdosta,valdosta
17678283,El Cazador,Valdosta,"1600 N. Ashley St., Valdosta, GA 31602",Valdosta,-83.28078,30.850888,Mexican,10,Dollar($),No,No,No,1,3.7,Yellow,Good,168.0,el cazador,mexican,valdosta,valdosta
17678222,Friends Grille and Bar,Valdosta,"3338-B Country Club Rd, GA 31605",Valdosta,-83.29633,30.880146,"American, Southern",25,Dollar($),No,No,No,2,3.9,Yellow,Good,243.0,friend grille bar,american southern,valdosta,valdosta
17678055,Giulios Greek & Italian Restaurant,Valdosta,"105 E Ann St, Valdosta, GA 31601",Valdosta,-83.2851,30.8433,"Greek, Italian",40,Dollar($),No,No,No,3,3.8,Yellow,Good,221.0,giulios greek italian restaurant,greek italian,valdosta,valdosta
17678326,La Jalisco Supermercato,Valdosta,"1300 N. Ashley St., Valdosta, GA 31601",Valdosta,-83.281,30.8465,Mexican,10,Dollar($),No,No,No,1,3.5,Yellow,Good,46.0,la jalisco supermercato,mexican,valdosta,valdosta
17678229,Masato Japanese,Valdosta,"1337 Baytree Rd, Valdosta, GA 31602",Valdosta,-83.310343,30.846763,"Japanese, Sushi",25,Dollar($),No,No,No,2,3.9,Yellow,Good,262.0,masato japanese,japanese sushi,valdosta,valdosta
17678097,Mom & Dad's Italian Restaurant,Valdosta,"4143 N Valdosta Rd, Valdosta, GA 31602",Valdosta,-83.3283,30.8971,Italian,25,Dollar($),No,No,No,2,3.7,Yellow,Good,183.0,mom dad italian restaurant,italian,valdosta,valdosta
17678216,Mori's Japanese Steakhouse & Sushi Bar,Valdosta,"1709 Norman Dr, Valdosta, GA 31601",Valdosta,-83.318958,30.841547,"Japanese, Steak, Sushi",70,Dollar($),No,No,No,4,3.5,Yellow,Good,208.0,moris japanese steakhouse sushi bar,japanese steak sushi,valdosta,valdosta
17678233,Passage 2 India,Valdosta,"2910 N Ashley St Ste E, Valdosta, GA 31602",Valdosta,-83.289338,30.87114,"Indian, Middle Eastern",25,Dollar($),No,No,No,2,3.8,Yellow,Good,245.0,passage india,indian middle eastern,valdosta,valdosta
17678148,Rodeo Mexican Restaurant,Valdosta,"2801 N Ashley St, Valdosta, GA 31602",Valdosta,-83.2868,30.868,Mexican,25,Dollar($),No,No,No,2,3.8,Yellow,Good,199.0,rodeo mexican restaurant,mexican,valdosta,valdosta
17678291,Steel Magnolias,Valdosta,"132 N. Patterson St, Valdosta, GA 31601",Valdosta,-83.2796,30.8316,Southern,40,Dollar($),No,No,No,3,3.8,Yellow,Good,225.0,steel magnolia,southern,valdosta,valdosta
17678218,Smok'n Pig B-B-Q,Valdosta,"4228 N Valdosta Rd, Valdosta, GA 31602",Valdosta,-83.332796,30.897087,BBQ,25,Dollar($),No,No,No,2,4.1,Green,Very Good,575.0,smokn pig bbq,bbq,valdosta,valdosta
17558738,Blue House Cafe,Vernonia,"919 Bridge St, Vernonia, OR 97064",Vernonia,-123.1954368,45.858667,"Coffee and Tea, Mediterranean",10,Dollar($),No,No,No,1,4.3,Green,Very Good,88.0,blue house cafe,coffee tea mediterranean,vernonia,vernonia
16608209,Anchorage Cafe Restaurant Wine Bar,Victor Harbor,"21 Flinders Parade, Victor Harbor, SA",Victor Harbor,138.624316,-35.5536609,"Coffee and Tea, Tapas, Australian",20,Dollar($),No,No,No,2,3.6,Yellow,Good,96.0,anchorage cafe restaurant wine bar,coffee tea tapa australian,victor harbor,victor harbor
16654702,Lake House Restaurant,Vineland Station,"3100 N Service Rd, Vineland Station, ON L0R2E0",Vineland Station,-79.3791465,43.1868697,"Italian, Mediterranean, Pizza",70,Dollar($),No,No,No,4,4.3,Green,Very Good,204.0,lake house restaurant,italian mediterranean pizza,vineland station,vineland station
17697444,Masala Grill & Coffee House,Waterloo,"911 W 23rd St, Cedar Falls, IA 50613",Cedar Falls,-92.456343,42.516908,"Indian, Middle Eastern",10,Dollar($),No,No,No,1,3.2,Orange,Average,18.0,masala grill coffee house,indian middle eastern,waterloo,cedar fall
17696871,Brown Bottle The Cedar Falls,Waterloo,"1111 Center St, Cedar Falls, IA 50613",Cedar Falls,-92.4507,42.5464,"Italian, Pizza, Vegetarian",25,Dollar($),No,No,No,2,3.7,Yellow,Good,134.0,brown bottle cedar fall,italian pizza vegetarian,waterloo,cedar fall
17696891,Four Queens Dairy Cream,Waterloo,"1310 W 1st St, Cedar Falls, IA 50613",Cedar Falls,-92.4599,42.5377,Desserts,10,Dollar($),No,No,No,1,3.9,Yellow,Good,190.0,four queen dairy cream,dessert,waterloo,cedar fall
17696901,Hong Kong Chinese Restaurant,Waterloo,"6306 University Ave, Cedar Falls, IA 50613",Cedar Falls,-92.4322,42.5133,Chinese,10,Dollar($),No,No,No,1,3.8,Yellow,Good,136.0,hong kong chinese restaurant,chinese,waterloo,cedar fall
17697384,HuHot Mongolian Grill,Waterloo,"6301 University Ave, Cedar Falls, IA 50613",Cedar Falls,-92.432177,42.512646,"Asian, Chinese",25,Dollar($),No,No,No,2,3.7,Yellow,Good,113.0,huhot mongolian grill,asian chinese,waterloo,cedar fall
17697417,J's Homestyle Cooking,Waterloo,"1724 West 31st Street, Cedar Falls, IA 50613",Cedar Falls,-92.466597,42.509472,"American, Breakfast",10,Dollar($),No,No,No,1,3.6,Yellow,Good,69.0,j homestyle cooking,american breakfast,waterloo,cedar fall
17696918,Montage,Waterloo,"222 Main St, Cedar Falls, IA 50613",Cedar Falls,-92.4453,42.5366,"American, Italian, Seafood",40,Dollar($),No,No,No,3,3.6,Yellow,Good,89.0,montage,american italian seafood,waterloo,cedar fall
17696920,Mulligan's Brick Oven Grill,Waterloo,"205 E 18th St, Cedar Falls, IA 50613",Cedar Falls,-92.444,42.5219,"Burger, Pizza, Sandwich",25,Dollar($),No,No,No,2,3.6,Yellow,Good,80.0,mulligan brick oven grill,burger pizza sandwich,waterloo,cedar fall
17697398,Sakura,Waterloo,"5719 university avenue, Cedar Falls, IA 50613",Cedar Falls,-92.426215,42.51259,"Japanese, Sushi",40,Dollar($),No,No,No,3,3.8,Yellow,Good,175.0,sakura,japanese sushi,waterloo,cedar fall
17697406,Scratch,Waterloo,"315 Main St, Cedar Falls, IA 50613",Cedar Falls,-92.4457417,42.5354081,"Coffee and Tea, Desserts, Beverages",10,Dollar($),No,No,No,1,3.7,Yellow,Good,136.0,scratch,coffee tea dessert beverage,waterloo,cedar fall
17696941,SOHO Sushi Bar & Deli,Waterloo,"119 Main St, Cedar Falls, IA 50613",Cedar Falls,-92.4457,42.5375,"Sandwich, Sushi, Tapas",25,Dollar($),No,No,No,2,3.6,Yellow,Good,114.0,soho sushi bar deli,sandwich sushi tapa,waterloo,cedar fall
17696955,Texas Roadhouse,Waterloo,"5715 University Ave, Cedar Falls, IA 50613",Cedar Falls,-92.4291,42.5127,"American, BBQ, Steak",25,Dollar($),No,No,No,2,3.6,Yellow,Good,93.0,texas roadhouse,american bbq steak,waterloo,cedar fall
17696957,Tony's La Pizzeria,Waterloo,"407 Main St, Cedar Falls, IA 50613",Cedar Falls,-92.445723,42.53489,"Pizza, Sandwich",25,Dollar($),No,No,No,2,3.6,Yellow,Good,89.0,tonys la pizzeria,pizza sandwich,waterloo,cedar fall
17697418,Chapala,Waterloo,"900 La Porte Road, Waterloo, IA 50702",Waterloo,-92.323032,42.477281,Mexican,25,Dollar($),No,No,No,2,3.6,Yellow,Good,69.0,chapala,mexican,waterloo,waterloo
17697386,Galleria de Paco,Waterloo,"622 Commercial Street, Waterloo, IA 50701",Waterloo,-92.339721,42.494908,American,40,Dollar($),No,No,No,3,3.6,Yellow,Good,86.0,galleria de paco,american,waterloo,waterloo
17697224,Golden China,Waterloo,"106 Brookridge Dr, IA 50702",Waterloo,-92.356066,42.458979,Chinese,10,Dollar($),No,No,No,1,3.7,Yellow,Good,73.0,golden china,chinese,waterloo,waterloo
17697304,Rudy's Tacos,Waterloo,"2401 Falls Avenue, IA 50701",Waterloo,-92.3772,42.499705,Mexican,25,Dollar($),No,No,No,2,3.6,Yellow,Good,104.0,rudys taco,mexican,waterloo,waterloo
17697389,The Screaming Eagle,Waterloo,"228 E 4th St., Waterloo, IA 50703",Waterloo,-92.335523,42.4984,"American, Bar Food",10,Dollar($),No,No,No,1,3.7,Yellow,Good,101.0,screaming eagle,american bar food,waterloo,waterloo
17697424,The Thai Bowl,Waterloo,"624 Sycamore Street, Waterloo, IA 50703",Waterloo,-92.335769,42.497919,Thai,10,Dollar($),No,No,No,1,3.5,Yellow,Good,58.0,thai bowl,thai,waterloo,waterloo
17697332,Tokyo Japanese Steak House,Waterloo,"1931 Sears Street, Waterloo, IA 50702",Waterloo,-92.3234,42.46558,"Japanese, Steak, Sushi",25,Dollar($),No,No,No,2,3.9,Yellow,Good,156.0,tokyo japanese steak house,japanese steak sushi,waterloo,waterloo
17694056,Theo Yianni's Authentic Greek Restaurant,Weirton,"322 American Way, Weirton, WV 26062",Weirton,-80.529488,40.396043,"Burger, Greek, Sandwich",25,Dollar($),No,No,No,2,3.9,Yellow,Good,156.0,theo yiannis authentic greek restaurant,burger greek sandwich,weirton,weirton
17559793,Fishpatrick's Crabby Cafe,Winchester Bay,"196 Bayfront Loop, Winchester Bay, OR 97467",Winchester Bay,-124.175346,43.678998,"Burger, Seafood, Steak",25,Dollar($),No,No,No,2,3.2,Orange,Average,16.0,fishpatricks crabby cafe,burger seafood steak,winchester bay,winchester bay
16668008,Arigato Sushi,Yorkton,"14 Second Ave North, Yorkton, SK S3N 1G1",Yorkton,-102.4613173,51.2106824,Asian,25,Dollar($),No,No,No,2,3.3,Orange,Average,26.0,arigato sushi,asian,yorkton,yorkton
18212135,Denny's,Abu Dhabi,"Abu Dhabi Mall, Tourist Club Area (Al Zahiyah), Abu Dhabi","Abu Dhabi Mall, Tourist Club Area  (Al Zahiyah)",54.38279729,24.49550307,American,190,Emirati Diram(AED),No,No,No,4,4.6,Dark Green,Excellent,207.0,dennys,american,abu dhabi,abu dhabi mall tourist club area al zahiyah
5704255,Famous Dave's Barbecue,Abu Dhabi,"Near The One, Level 3, Abu Dhabi Mall, Tourist Club Area (Al Zahiyah), Abu Dhabi","Abu Dhabi Mall, Tourist Club Area  (Al Zahiyah)",54.38294616,24.49569253,American,260,Emirati Diram(AED),No,Yes,No,4,4.6,Dark Green,Excellent,376.0,famous daves barbecue,american,abu dhabi,abu dhabi mall tourist club area al zahiyah
